# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-12-08 23:45:32 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06934500 Missouri River at Hermann, MO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06934500
#            TS   parameter     statistic     Description
#         75911       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	75911_00060_00003	75911_00060_00003_cd
USGS	06934500	1978-02-12	23000	A
USGS	06934500	1978-02-13	23100	A
USGS	06934500	1978-02-14	24600	A
USGS	06934500	1978-02-15	24200	A
USGS	06934500	1978-02-16	25800	A
USGS	06934500	1978-02-17	27000	A
USGS	06934500	1978-02-18	28700	A
USGS	06934500	1978-02-19	27100	A
USGS	06934500	1978-02-20	32300	A
USGS	06934500	1978-02-21	29400	A
USGS	06934500	1978-02-22	28400	A
USGS	06934500	1978-02-23	26400	A
USGS	06934500	1978-02-24	26800	A
USGS	06934500	1978-02-25	28400	A
USGS	06934500	1978-02-26	27900	A
USGS	06934500	1978-02-27	29000	A
USGS	06934500	1978-02-28	30100	A
USGS	06934500	1978-03-01	44100	A
USGS	06934500	1978-03-02	46000	A
USGS	06934500	1978-03-03	56000	A
USGS	06934500	1978-03-04	55900	A
USGS	06934500	1978-03-05	50200	A
USGS	06934500	1978-03-06	42100	A
USGS	06934500	1978-03-07	38800	A
USGS	06934500	1978-03-08	51100	A
USGS	06934500	1978-03-09	57100	A
USGS	06934500	1978-03-10	58200	A
USGS	06934500	1978-03-11	62700	A
USGS	06934500	1978-03-12	74700	A
USGS	06934500	1978-03-13	105000	A
USGS	06934500	1978-03-14	170000	A
USGS	06934500	1978-03-15	192000	A
USGS	06934500	1978-03-16	200000	A
USGS	06934500	1978-03-17	205000	A
USGS	06934500	1978-03-18	207000	A
USGS	06934500	1978-03-19	214000	A
USGS	06934500	1978-03-20	213000	A
USGS	06934500	1978-03-21	226000	A
USGS	06934500	1978-03-22	234000	A
USGS	06934500	1978-03-23	238000	A
USGS	06934500	1978-03-24	268000	A
USGS	06934500	1978-03-25	329000	A
USGS	06934500	1978-03-26	340000	A
USGS	06934500	1978-03-27	332000	A
USGS	06934500	1978-03-28	324000	A
USGS	06934500	1978-03-29	314000	A
USGS	06934500	1978-03-30	284000	A
USGS	06934500	1978-03-31	231000	A
USGS	06934500	1978-04-01	190000	A
USGS	06934500	1978-04-02	166000	A
USGS	06934500	1978-04-03	151000	A
USGS	06934500	1978-04-04	134000	A
USGS	06934500	1978-04-05	128000	A
USGS	06934500	1978-04-06	138000	A
USGS	06934500	1978-04-07	161000	A
USGS	06934500	1978-04-08	157000	A
USGS	06934500	1978-04-09	145000	A
USGS	06934500	1978-04-10	131000	A
USGS	06934500	1978-04-11	154000	A
USGS	06934500	1978-04-12	196000	A
USGS	06934500	1978-04-13	221000	A
USGS	06934500	1978-04-14	220000	A
USGS	06934500	1978-04-15	208000	A
USGS	06934500	1978-04-16	189000	A
USGS	06934500	1978-04-17	179000	A
USGS	06934500	1978-04-18	186000	A
USGS	06934500	1978-04-19	207000	A
USGS	06934500	1978-04-20	233000	A
USGS	06934500	1978-04-21	245000	A
USGS	06934500	1978-04-22	235000	A
USGS	06934500	1978-04-23	215000	A
USGS	06934500	1978-04-24	196000	A
USGS	06934500	1978-04-25	179000	A
USGS	06934500	1978-04-26	158000	A
USGS	06934500	1978-04-27	135000	A
USGS	06934500	1978-04-28	114000	A
USGS	06934500	1978-04-29	106000	A
USGS	06934500	1978-04-30	118000	A
USGS	06934500	1978-05-01	132000	A
USGS	06934500	1978-05-02	129000	A
USGS	06934500	1978-05-03	113000	A
USGS	06934500	1978-05-04	100000	A
USGS	06934500	1978-05-05	95300	A
USGS	06934500	1978-05-06	93000	A
USGS	06934500	1978-05-07	96500	A
USGS	06934500	1978-05-08	139000	A
USGS	06934500	1978-05-09	195000	A
USGS	06934500	1978-05-10	231000	A
USGS	06934500	1978-05-11	219000	A
USGS	06934500	1978-05-12	215000	A
USGS	06934500	1978-05-13	246000	A
USGS	06934500	1978-05-14	239000	A
USGS	06934500	1978-05-15	215000	A
USGS	06934500	1978-05-16	170000	A
USGS	06934500	1978-05-17	152000	A
USGS	06934500	1978-05-18	140000	A
USGS	06934500	1978-05-19	111000	A
USGS	06934500	1978-05-20	101000	A
USGS	06934500	1978-05-21	102000	A
USGS	06934500	1978-05-22	93400	A
USGS	06934500	1978-05-23	112000	A
USGS	06934500	1978-05-24	153000	A
USGS	06934500	1978-05-25	148000	A
USGS	06934500	1978-05-26	136000	A
USGS	06934500	1978-05-27	136000	A
USGS	06934500	1978-05-28	129000	A
USGS	06934500	1978-05-29	128000	A
USGS	06934500	1978-05-30	117000	A
USGS	06934500	1978-05-31	120000	A
USGS	06934500	1978-06-01	113000	A
USGS	06934500	1978-06-02	109000	A
USGS	06934500	1978-06-03	121000	A
USGS	06934500	1978-06-04	147000	A
USGS	06934500	1978-06-05	142000	A
USGS	06934500	1978-06-06	125000	A
USGS	06934500	1978-06-07	106000	A
USGS	06934500	1978-06-08	96800	A
USGS	06934500	1978-06-09	92700	A
USGS	06934500	1978-06-10	93300	A
USGS	06934500	1978-06-11	79700	A
USGS	06934500	1978-06-12	78100	A
USGS	06934500	1978-06-13	76000	A
USGS	06934500	1978-06-14	81000	A
USGS	06934500	1978-06-15	72800	A
USGS	06934500	1978-06-16	69900	A
USGS	06934500	1978-06-17	66200	A
USGS	06934500	1978-06-18	63300	A
USGS	06934500	1978-06-19	61900	A
USGS	06934500	1978-06-20	61900	A
USGS	06934500	1978-06-21	63600	A
USGS	06934500	1978-06-22	63800	A
USGS	06934500	1978-06-23	73200	A
USGS	06934500	1978-06-24	90500	A
USGS	06934500	1978-06-25	82600	A
USGS	06934500	1978-06-26	85200	A
USGS	06934500	1978-06-27	81900	A
USGS	06934500	1978-06-28	80300	A
USGS	06934500	1978-06-29	78000	A
USGS	06934500	1978-06-30	99200	A
USGS	06934500	1978-07-01	108000	A
USGS	06934500	1978-07-02	92700	A
USGS	06934500	1978-07-03	83200	A
USGS	06934500	1978-07-04	73300	A
USGS	06934500	1978-07-05	69200	A
USGS	06934500	1978-07-06	67700	A
USGS	06934500	1978-07-07	69100	A
USGS	06934500	1978-07-08	66600	A
USGS	06934500	1978-07-09	75600	A
USGS	06934500	1978-07-10	74900	A
USGS	06934500	1978-07-11	80500	A
USGS	06934500	1978-07-12	94500	A
USGS	06934500	1978-07-13	85400	A
USGS	06934500	1978-07-14	80800	A
USGS	06934500	1978-07-15	87500	A
USGS	06934500	1978-07-16	111000	A
USGS	06934500	1978-07-17	112000	A
USGS	06934500	1978-07-18	98600	A
USGS	06934500	1978-07-19	89700	A
USGS	06934500	1978-07-20	81100	A
USGS	06934500	1978-07-21	80900	A
USGS	06934500	1978-07-22	82000	A
USGS	06934500	1978-07-23	86700	A
USGS	06934500	1978-07-24	95800	A
USGS	06934500	1978-07-25	132000	A
USGS	06934500	1978-07-26	139000	A
USGS	06934500	1978-07-27	121000	A
USGS	06934500	1978-07-28	104000	A
USGS	06934500	1978-07-29	95700	A
USGS	06934500	1978-07-30	92500	A
USGS	06934500	1978-07-31	89700	A
USGS	06934500	1978-08-01	88500	A
USGS	06934500	1978-08-02	89100	A
USGS	06934500	1978-08-03	94800	A
USGS	06934500	1978-08-04	115000	A
USGS	06934500	1978-08-05	116000	A
USGS	06934500	1978-08-06	99300	A
USGS	06934500	1978-08-07	94900	A
USGS	06934500	1978-08-08	88800	A
USGS	06934500	1978-08-09	86200	A
USGS	06934500	1978-08-10	81100	A
USGS	06934500	1978-08-11	76400	A
USGS	06934500	1978-08-12	74400	A
USGS	06934500	1978-08-13	78800	A
USGS	06934500	1978-08-14	78700	A
USGS	06934500	1978-08-15	72900	A
USGS	06934500	1978-08-16	70200	A
USGS	06934500	1978-08-17	69800	A
USGS	06934500	1978-08-18	68200	A
USGS	06934500	1978-08-19	68100	A
USGS	06934500	1978-08-20	70500	A
USGS	06934500	1978-08-21	71600	A
USGS	06934500	1978-08-22	72300	A
USGS	06934500	1978-08-23	71700	A
USGS	06934500	1978-08-24	71800	A
USGS	06934500	1978-08-25	74900	A
USGS	06934500	1978-08-26	77000	A
USGS	06934500	1978-08-27	71800	A
USGS	06934500	1978-08-28	69000	A
USGS	06934500	1978-08-29	69000	A
USGS	06934500	1978-08-30	72200	A
USGS	06934500	1978-08-31	73900	A
USGS	06934500	1978-09-01	71200	A
USGS	06934500	1978-09-02	69100	A
USGS	06934500	1978-09-03	67300	A
USGS	06934500	1978-09-04	66800	A
USGS	06934500	1978-09-05	65800	A
USGS	06934500	1978-09-06	65900	A
USGS	06934500	1978-09-07	67600	A
USGS	06934500	1978-09-08	69400	A
USGS	06934500	1978-09-09	66300	A
USGS	06934500	1978-09-10	66600	A
USGS	06934500	1978-09-11	65600	A
USGS	06934500	1978-09-12	66900	A
USGS	06934500	1978-09-13	66100	A
USGS	06934500	1978-09-14	65200	A
USGS	06934500	1978-09-15	65100	A
USGS	06934500	1978-09-16	62600	A
USGS	06934500	1978-09-17	90900	A
USGS	06934500	1978-09-18	96300	A
USGS	06934500	1978-09-19	137000	A
USGS	06934500	1978-09-20	138000	A
USGS	06934500	1978-09-21	143000	A
USGS	06934500	1978-09-22	125000	A
USGS	06934500	1978-09-23	131000	A
USGS	06934500	1978-09-24	141000	A
USGS	06934500	1978-09-25	130000	A
USGS	06934500	1978-09-26	117000	A
USGS	06934500	1978-09-27	98500	A
USGS	06934500	1978-09-28	91200	A
USGS	06934500	1978-09-29	84400	A
USGS	06934500	1978-09-30	80600	A
USGS	06934500	1978-10-01	78200	A
USGS	06934500	1978-10-02	75600	A
USGS	06934500	1978-10-03	74900	A
USGS	06934500	1978-10-04	73100	A
USGS	06934500	1978-10-05	70100	A
USGS	06934500	1978-10-06	68200	A
USGS	06934500	1978-10-07	67800	A
USGS	06934500	1978-10-08	67400	A
USGS	06934500	1978-10-09	66300	A
USGS	06934500	1978-10-10	68000	A
USGS	06934500	1978-10-11	67700	A
USGS	06934500	1978-10-12	67400	A
USGS	06934500	1978-10-13	67000	A
USGS	06934500	1978-10-14	66800	A
USGS	06934500	1978-10-15	65100	A
USGS	06934500	1978-10-16	64700	A
USGS	06934500	1978-10-17	65400	A
USGS	06934500	1978-10-18	66800	A
USGS	06934500	1978-10-19	67600	A
USGS	06934500	1978-10-20	66000	A
USGS	06934500	1978-10-21	66200	A
USGS	06934500	1978-10-22	65400	A
USGS	06934500	1978-10-23	66200	A
USGS	06934500	1978-10-24	65600	A
USGS	06934500	1978-10-25	66100	A
USGS	06934500	1978-10-26	66300	A
USGS	06934500	1978-10-27	66400	A
USGS	06934500	1978-10-28	65900	A
USGS	06934500	1978-10-29	66400	A
USGS	06934500	1978-10-30	66000	A
USGS	06934500	1978-10-31	65900	A
USGS	06934500	1978-11-01	65500	A
USGS	06934500	1978-11-02	65900	A
USGS	06934500	1978-11-03	65200	A
USGS	06934500	1978-11-04	66300	A
USGS	06934500	1978-11-05	66000	A
USGS	06934500	1978-11-06	64700	A
USGS	06934500	1978-11-07	65600	A
USGS	06934500	1978-11-08	68600	A
USGS	06934500	1978-11-09	66200	A
USGS	06934500	1978-11-10	70000	A
USGS	06934500	1978-11-11	69300	A
USGS	06934500	1978-11-12	70800	A
USGS	06934500	1978-11-13	70700	A
USGS	06934500	1978-11-14	72700	A
USGS	06934500	1978-11-15	73700	A
USGS	06934500	1978-11-16	76400	A
USGS	06934500	1978-11-17	80100	A
USGS	06934500	1978-11-18	88400	A
USGS	06934500	1978-11-19	84300	A
USGS	06934500	1978-11-20	89900	A
USGS	06934500	1978-11-21	86000	A
USGS	06934500	1978-11-22	79500	A
USGS	06934500	1978-11-23	75100	A
USGS	06934500	1978-11-24	72400	A
USGS	06934500	1978-11-25	71400	A
USGS	06934500	1978-11-26	75800	A
USGS	06934500	1978-11-27	112000	A
USGS	06934500	1978-11-28	111000	A
USGS	06934500	1978-11-29	104000	A
USGS	06934500	1978-11-30	101000	A
USGS	06934500	1978-12-01	93800	A
USGS	06934500	1978-12-02	83900	A
USGS	06934500	1978-12-03	80400	A
USGS	06934500	1978-12-04	80700	A
USGS	06934500	1978-12-05	81400	A
USGS	06934500	1978-12-06	77400	A
USGS	06934500	1978-12-07	71000	A
USGS	06934500	1978-12-08	64100	A
USGS	06934500	1978-12-09	60000	A
USGS	06934500	1978-12-10	52700	A
USGS	06934500	1978-12-11	50200	A
USGS	06934500	1978-12-12	47200	A
USGS	06934500	1978-12-13	49800	A
USGS	06934500	1978-12-14	49700	A
USGS	06934500	1978-12-15	48800	A
USGS	06934500	1978-12-16	44300	A
USGS	06934500	1978-12-17	42800	A
USGS	06934500	1978-12-18	42100	A
USGS	06934500	1978-12-19	42900	A
USGS	06934500	1978-12-20	45500	A
USGS	06934500	1978-12-21	45700	A
USGS	06934500	1978-12-22	44800	A
USGS	06934500	1978-12-23	44200	A
USGS	06934500	1978-12-24	43100	A
USGS	06934500	1978-12-25	43100	A
USGS	06934500	1978-12-26	43000	A
USGS	06934500	1978-12-27	42100	A
USGS	06934500	1978-12-28	40900	A
USGS	06934500	1978-12-29	40400	A
USGS	06934500	1978-12-30	40700	A
USGS	06934500	1978-12-31	40600	A
USGS	06934500	1979-01-01	41100	A
USGS	06934500	1979-01-02	39900	A
USGS	06934500	1979-01-03	40100	A
USGS	06934500	1979-01-04	39000	A
USGS	06934500	1979-01-05	37100	A
USGS	06934500	1979-01-06	33100	A
USGS	06934500	1979-01-07	22200	A
USGS	06934500	1979-01-08	21100	A
USGS	06934500	1979-01-09	21900	A
USGS	06934500	1979-01-10	28100	A
USGS	06934500	1979-01-11	27000	A
USGS	06934500	1979-01-12	25300	A
USGS	06934500	1979-01-13	24800	A
USGS	06934500	1979-01-14	25300	A
USGS	06934500	1979-01-15	26400	A
USGS	06934500	1979-01-16	26300	A
USGS	06934500	1979-01-17	26000	A
USGS	06934500	1979-01-18	25400	A
USGS	06934500	1979-01-19	28000	A
USGS	06934500	1979-01-20	34500	A
USGS	06934500	1979-01-21	41100	A
USGS	06934500	1979-01-22	40100	A
USGS	06934500	1979-01-23	38300	A
USGS	06934500	1979-01-24	38700	A
USGS	06934500	1979-01-25	39200	A
USGS	06934500	1979-01-26	37400	A
USGS	06934500	1979-01-27	36200	A
USGS	06934500	1979-01-28	35000	A
USGS	06934500	1979-01-29	32600	A
USGS	06934500	1979-01-30	33600	A
USGS	06934500	1979-01-31	39300	A
USGS	06934500	1979-02-01	40400	A
USGS	06934500	1979-02-02	40700	A
USGS	06934500	1979-02-03	44700	A
USGS	06934500	1979-02-04	43400	A
USGS	06934500	1979-02-05	43800	A
USGS	06934500	1979-02-06	45400	A
USGS	06934500	1979-02-07	45800	A
USGS	06934500	1979-02-08	45400	A
USGS	06934500	1979-02-09	43500	A
USGS	06934500	1979-02-10	45800	A
USGS	06934500	1979-02-11	42100	A
USGS	06934500	1979-02-12	34600	A
USGS	06934500	1979-02-13	34400	A
USGS	06934500	1979-02-14	40900	A
USGS	06934500	1979-02-15	44300	A
USGS	06934500	1979-02-16	48700	A
USGS	06934500	1979-02-17	53500	A
USGS	06934500	1979-02-18	51100	A
USGS	06934500	1979-02-19	45200	A
USGS	06934500	1979-02-20	42100	A
USGS	06934500	1979-02-21	62400	A
USGS	06934500	1979-02-22	90200	A
USGS	06934500	1979-02-23	127000	A
USGS	06934500	1979-02-24	139000	A
USGS	06934500	1979-02-25	157000	A
USGS	06934500	1979-02-26	155000	A
USGS	06934500	1979-02-27	137000	A
USGS	06934500	1979-02-28	142000	A
USGS	06934500	1979-03-01	129000	A
USGS	06934500	1979-03-02	125000	A
USGS	06934500	1979-03-03	120000	A
USGS	06934500	1979-03-04	157000	A
USGS	06934500	1979-03-05	211000	A
USGS	06934500	1979-03-06	245000	A
USGS	06934500	1979-03-07	242000	A
USGS	06934500	1979-03-08	214000	A
USGS	06934500	1979-03-09	220000	A
USGS	06934500	1979-03-10	225000	A
USGS	06934500	1979-03-11	202000	A
USGS	06934500	1979-03-12	173000	A
USGS	06934500	1979-03-13	144000	A
USGS	06934500	1979-03-14	132000	A
USGS	06934500	1979-03-15	138000	A
USGS	06934500	1979-03-16	150000	A
USGS	06934500	1979-03-17	156000	A
USGS	06934500	1979-03-18	139000	A
USGS	06934500	1979-03-19	131000	A
USGS	06934500	1979-03-20	146000	A
USGS	06934500	1979-03-21	204000	A
USGS	06934500	1979-03-22	218000	A
USGS	06934500	1979-03-23	243000	A
USGS	06934500	1979-03-24	252000	A
USGS	06934500	1979-03-25	250000	A
USGS	06934500	1979-03-26	244000	A
USGS	06934500	1979-03-27	250000	A
USGS	06934500	1979-03-28	252000	A
USGS	06934500	1979-03-29	242000	A
USGS	06934500	1979-03-30	218000	A
USGS	06934500	1979-03-31	204000	A
USGS	06934500	1979-04-01	198000	A
USGS	06934500	1979-04-02	188000	A
USGS	06934500	1979-04-03	188000	A
USGS	06934500	1979-04-04	173000	A
USGS	06934500	1979-04-05	162000	A
USGS	06934500	1979-04-06	155000	A
USGS	06934500	1979-04-07	150000	A
USGS	06934500	1979-04-08	140000	A
USGS	06934500	1979-04-09	129000	A
USGS	06934500	1979-04-10	132000	A
USGS	06934500	1979-04-11	160000	A
USGS	06934500	1979-04-12	274000	A
USGS	06934500	1979-04-13	282000	A
USGS	06934500	1979-04-14	254000	A
USGS	06934500	1979-04-15	221000	A
USGS	06934500	1979-04-16	209000	A
USGS	06934500	1979-04-17	184000	A
USGS	06934500	1979-04-18	150000	A
USGS	06934500	1979-04-19	133000	A
USGS	06934500	1979-04-20	127000	A
USGS	06934500	1979-04-21	122000	A
USGS	06934500	1979-04-22	114000	A
USGS	06934500	1979-04-23	126000	A
USGS	06934500	1979-04-24	127000	A
USGS	06934500	1979-04-25	114000	A
USGS	06934500	1979-04-26	113000	A
USGS	06934500	1979-04-27	115000	A
USGS	06934500	1979-04-28	106000	A
USGS	06934500	1979-04-29	105000	A
USGS	06934500	1979-04-30	103000	A
USGS	06934500	1979-05-01	100000	A
USGS	06934500	1979-05-02	102000	A
USGS	06934500	1979-05-03	105000	A
USGS	06934500	1979-05-04	138000	A
USGS	06934500	1979-05-05	171000	A
USGS	06934500	1979-05-06	188000	A
USGS	06934500	1979-05-07	176000	A
USGS	06934500	1979-05-08	144000	A
USGS	06934500	1979-05-09	126000	A
USGS	06934500	1979-05-10	120000	A
USGS	06934500	1979-05-11	121000	A
USGS	06934500	1979-05-12	121000	A
USGS	06934500	1979-05-13	120000	A
USGS	06934500	1979-05-14	113000	A
USGS	06934500	1979-05-15	108000	A
USGS	06934500	1979-05-16	119000	A
USGS	06934500	1979-05-17	115000	A
USGS	06934500	1979-05-18	104000	A
USGS	06934500	1979-05-19	98800	A
USGS	06934500	1979-05-20	92100	A
USGS	06934500	1979-05-21	94000	A
USGS	06934500	1979-05-22	106000	A
USGS	06934500	1979-05-23	117000	A
USGS	06934500	1979-05-24	116000	A
USGS	06934500	1979-05-25	112000	A
USGS	06934500	1979-05-26	106000	A
USGS	06934500	1979-05-27	102000	A
USGS	06934500	1979-05-28	102000	A
USGS	06934500	1979-05-29	95000	A
USGS	06934500	1979-05-30	93800	A
USGS	06934500	1979-05-31	90400	A
USGS	06934500	1979-06-01	86300	A
USGS	06934500	1979-06-02	83900	A
USGS	06934500	1979-06-03	84900	A
USGS	06934500	1979-06-04	82100	A
USGS	06934500	1979-06-05	77200	A
USGS	06934500	1979-06-06	82900	A
USGS	06934500	1979-06-07	89800	A
USGS	06934500	1979-06-08	91300	A
USGS	06934500	1979-06-09	101000	A
USGS	06934500	1979-06-10	126000	A
USGS	06934500	1979-06-11	131000	A
USGS	06934500	1979-06-12	118000	A
USGS	06934500	1979-06-13	107000	A
USGS	06934500	1979-06-14	105000	A
USGS	06934500	1979-06-15	97900	A
USGS	06934500	1979-06-16	93500	A
USGS	06934500	1979-06-17	92000	A
USGS	06934500	1979-06-18	87700	A
USGS	06934500	1979-06-19	83900	A
USGS	06934500	1979-06-20	86100	A
USGS	06934500	1979-06-21	94100	A
USGS	06934500	1979-06-22	93800	A
USGS	06934500	1979-06-23	94200	A
USGS	06934500	1979-06-24	86800	A
USGS	06934500	1979-06-25	86300	A
USGS	06934500	1979-06-26	84700	A
USGS	06934500	1979-06-27	93700	A
USGS	06934500	1979-06-28	93000	A
USGS	06934500	1979-06-29	98800	A
USGS	06934500	1979-06-30	98800	A
USGS	06934500	1979-07-01	109000	A
USGS	06934500	1979-07-02	113000	A
USGS	06934500	1979-07-03	109000	A
USGS	06934500	1979-07-04	107000	A
USGS	06934500	1979-07-05	102000	A
USGS	06934500	1979-07-06	98800	A
USGS	06934500	1979-07-07	95200	A
USGS	06934500	1979-07-08	110000	A
USGS	06934500	1979-07-09	102000	A
USGS	06934500	1979-07-10	97000	A
USGS	06934500	1979-07-11	96800	A
USGS	06934500	1979-07-12	114000	A
USGS	06934500	1979-07-13	105000	A
USGS	06934500	1979-07-14	99000	A
USGS	06934500	1979-07-15	97800	A
USGS	06934500	1979-07-16	92400	A
USGS	06934500	1979-07-17	87500	A
USGS	06934500	1979-07-18	94100	A
USGS	06934500	1979-07-19	108000	A
USGS	06934500	1979-07-20	104000	A
USGS	06934500	1979-07-21	95400	A
USGS	06934500	1979-07-22	91900	A
USGS	06934500	1979-07-23	82300	A
USGS	06934500	1979-07-24	76800	A
USGS	06934500	1979-07-25	78200	A
USGS	06934500	1979-07-26	79300	A
USGS	06934500	1979-07-27	104000	A
USGS	06934500	1979-07-28	120000	A
USGS	06934500	1979-07-29	107000	A
USGS	06934500	1979-07-30	96600	A
USGS	06934500	1979-07-31	102000	A
USGS	06934500	1979-08-01	133000	A
USGS	06934500	1979-08-02	136000	A
USGS	06934500	1979-08-03	107000	A
USGS	06934500	1979-08-04	94400	A
USGS	06934500	1979-08-05	88000	A
USGS	06934500	1979-08-06	85300	A
USGS	06934500	1979-08-07	77400	A
USGS	06934500	1979-08-08	75700	A
USGS	06934500	1979-08-09	73000	A
USGS	06934500	1979-08-10	72600	A
USGS	06934500	1979-08-11	68800	A
USGS	06934500	1979-08-12	66400	A
USGS	06934500	1979-08-13	60600	A
USGS	06934500	1979-08-14	58000	A
USGS	06934500	1979-08-15	57300	A
USGS	06934500	1979-08-16	55900	A
USGS	06934500	1979-08-17	56000	A
USGS	06934500	1979-08-18	57300	A
USGS	06934500	1979-08-19	57400	A
USGS	06934500	1979-08-20	56600	A
USGS	06934500	1979-08-21	53600	A
USGS	06934500	1979-08-22	52500	A
USGS	06934500	1979-08-23	56500	A
USGS	06934500	1979-08-24	57000	A
USGS	06934500	1979-08-25	62200	A
USGS	06934500	1979-08-26	63400	A
USGS	06934500	1979-08-27	61500	A
USGS	06934500	1979-08-28	60400	A
USGS	06934500	1979-08-29	57500	A
USGS	06934500	1979-08-30	56900	A
USGS	06934500	1979-08-31	59800	A
USGS	06934500	1979-09-01	71800	A
USGS	06934500	1979-09-02	86000	A
USGS	06934500	1979-09-03	75200	A
USGS	06934500	1979-09-04	83900	A
USGS	06934500	1979-09-05	88700	A
USGS	06934500	1979-09-06	72900	A
USGS	06934500	1979-09-07	67700	A
USGS	06934500	1979-09-08	65500	A
USGS	06934500	1979-09-09	67000	A
USGS	06934500	1979-09-10	69800	A
USGS	06934500	1979-09-11	69000	A
USGS	06934500	1979-09-12	68400	A
USGS	06934500	1979-09-13	62300	A
USGS	06934500	1979-09-14	61700	A
USGS	06934500	1979-09-15	56600	A
USGS	06934500	1979-09-16	60500	A
USGS	06934500	1979-09-17	55500	A
USGS	06934500	1979-09-18	53400	A
USGS	06934500	1979-09-19	55300	A
USGS	06934500	1979-09-20	57300	A
USGS	06934500	1979-09-21	58300	A
USGS	06934500	1979-09-22	59500	A
USGS	06934500	1979-09-23	57100	A
USGS	06934500	1979-09-24	54800	A
USGS	06934500	1979-09-25	53500	A
USGS	06934500	1979-09-26	52600	A
USGS	06934500	1979-09-27	54000	A
USGS	06934500	1979-09-28	54200	A
USGS	06934500	1979-09-29	52300	A
USGS	06934500	1979-09-30	55400	A
USGS	06934500	1979-10-01	49300	A
USGS	06934500	1979-10-02	51100	A
USGS	06934500	1979-10-03	51300	A
USGS	06934500	1979-10-04	51300	A
USGS	06934500	1979-10-05	50200	A
USGS	06934500	1979-10-06	49500	A
USGS	06934500	1979-10-07	49500	A
USGS	06934500	1979-10-08	49200	A
USGS	06934500	1979-10-09	49700	A
USGS	06934500	1979-10-10	49200	A
USGS	06934500	1979-10-11	49500	A
USGS	06934500	1979-10-12	49100	A
USGS	06934500	1979-10-13	49100	A
USGS	06934500	1979-10-14	48300	A
USGS	06934500	1979-10-15	48300	A
USGS	06934500	1979-10-16	49300	A
USGS	06934500	1979-10-17	49800	A
USGS	06934500	1979-10-18	48300	A
USGS	06934500	1979-10-19	46900	A
USGS	06934500	1979-10-20	48300	A
USGS	06934500	1979-10-21	48800	A
USGS	06934500	1979-10-22	54200	A
USGS	06934500	1979-10-23	50400	A
USGS	06934500	1979-10-24	50600	A
USGS	06934500	1979-10-25	57500	A
USGS	06934500	1979-10-26	61700	A
USGS	06934500	1979-10-27	59800	A
USGS	06934500	1979-10-28	55600	A
USGS	06934500	1979-10-29	51200	A
USGS	06934500	1979-10-30	50600	A
USGS	06934500	1979-10-31	50300	A
USGS	06934500	1979-11-01	50500	A
USGS	06934500	1979-11-02	51900	A
USGS	06934500	1979-11-03	69400	A
USGS	06934500	1979-11-04	86500	A
USGS	06934500	1979-11-05	87400	A
USGS	06934500	1979-11-06	78400	A
USGS	06934500	1979-11-07	76200	A
USGS	06934500	1979-11-08	77100	A
USGS	06934500	1979-11-09	72700	A
USGS	06934500	1979-11-10	71900	A
USGS	06934500	1979-11-11	72100	A
USGS	06934500	1979-11-12	71600	A
USGS	06934500	1979-11-13	71200	A
USGS	06934500	1979-11-14	69800	A
USGS	06934500	1979-11-15	68000	A
USGS	06934500	1979-11-16	64400	A
USGS	06934500	1979-11-17	65000	A
USGS	06934500	1979-11-18	63600	A
USGS	06934500	1979-11-19	60200	A
USGS	06934500	1979-11-20	58200	A
USGS	06934500	1979-11-21	59800	A
USGS	06934500	1979-11-22	68600	A
USGS	06934500	1979-11-23	83400	A
USGS	06934500	1979-11-24	85200	A
USGS	06934500	1979-11-25	78700	A
USGS	06934500	1979-11-26	71100	A
USGS	06934500	1979-11-27	77700	A
USGS	06934500	1979-11-28	77600	A
USGS	06934500	1979-11-29	70700	A
USGS	06934500	1979-11-30	68800	A
USGS	06934500	1979-12-01	72100	A
USGS	06934500	1979-12-02	71100	A
USGS	06934500	1979-12-03	66300	A
USGS	06934500	1979-12-04	64300	A
USGS	06934500	1979-12-05	64300	A
USGS	06934500	1979-12-06	58700	A
USGS	06934500	1979-12-07	55000	A
USGS	06934500	1979-12-08	59000	A
USGS	06934500	1979-12-09	57400	A
USGS	06934500	1979-12-10	54100	A
USGS	06934500	1979-12-11	53600	A
USGS	06934500	1979-12-12	54100	A
USGS	06934500	1979-12-13	52900	A
USGS	06934500	1979-12-14	57400	A
USGS	06934500	1979-12-15	55100	A
USGS	06934500	1979-12-16	54400	A
